name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
Luke Graham,https://en.wikipedia.org/wiki/Luke_Graham_(politician),Ochil and South Perthshire,0,Conservative,3,Deal,"Leaving with a deal is the only way to respect the referendum result while protecting our prosperity. A deal is a win-win for the UK and the EU, and I will continue to fight for it.",NA,https://www.alloaadvertiser.com/opinion/17940825.political-stand-luke-graham-mps-must-agree-brexit-deal-end-division/,1,1,0,0
Kevin Hollinrake,https://en.wikipedia.org/wiki/Kevin_Hollinrake,Thirsk and Malton,0,Conservative,3,Deal,"My own view on this is clear. Parliament voted by 6:1 in favour of holding a referendum, it was approved by the House of Lords and received Royal Assent in December 2015, so it would be wholly undemocratic to overturn that decision by one means or another. . .  However, simply walking away and relying on World Trade Organisation rules would be damaging for all our economies. Whatever we agree, it has to be a deal which is good for the EU and for the UK. The economic and security implications of a collapse of the EU would be catastrophic.; No Deal Brexit 36.8% (BP+UKIP) No Brexit 37.0% (LD+G+CUK) - we should consider that those who push for the purity of no deal rather than accept a compromise deal may bring on 2R. Pretty clear that Labour will shortly adopt 2R as their official position; Hollinrake supported Remain in the 2016 EU referendum, and expressed concerns over a ‘No Deal’ Brexit.",NA,https://www.kevinhollinrake.org.uk/news/brexit; https://twitter.com/kevinhollinrake/status/1132897378598576128?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Etweet; https://www.politics.co.uk/reference/kevin-hollinrake/,1,1,0,0
Harriett Baldwin,https://en.wikipedia.org/wiki/Harriett_Baldwin,West Worcestershire,0,Conservative,3,Deal,"My position has always been that we should respect the result of the 2016 referendum and leave with a deal, offering certainty to my constituents and securing an orderly departure from the European Union. I also believe the best way to avoid No Deal is to vote for one.",NA,https://www.harriettbaldwin.com/campaign/brexit-latest,1,1,0,NA
Alan Duncan,https://en.wikipedia.org/wiki/Sir_Alan_Duncan,Rutland and Melton,0,Conservative,3,Deal,"Not in favour of second referendum; voted in indicative votes against it; opponent of Brexit and Johnson, but accepts Brexit, but only with deal.",,https://www.newstatesman.com/politics/2018/06/alan-duncan-right-about-second-referendum-not-way-remainers-think,1,1,0,0
Alberto Costa,https://en.wikipedia.org/wiki/Alberto_Costa_(British_politician),South Leicestershire,0,Conservative,3,Deal,"against no deal, but also voted against 2nd referendum",,https://www.channel4.com/news/conservative-mp-alberto-costa-im-serious-about-stopping-no-deal,1,1,0,0
Alex Burghart,https://en.wikipedia.org/wiki/Alex_Burghart,Brentwood and Ongar,0,Conservative,3,Deal,against no deal and remain,,https://www.alexburghart.org.uk/news/brexit-update,1,1,0,NA
Alex Chalk,https://en.wikipedia.org/wiki/Alex_Chalk,Cheltenham,0,Conservative,3,Deal,against no deal and remain,,https://uk.news.yahoo.com/tory-mp-alex-chalk-tells-152134085.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cucXdhbnQuY29tLw&guce_referrer_sig=AQAAAAlLwtexYpzaDKwc_AgXQNC8nlPwXY-WN-TJ6LKTyLv52YlnXBEzair2U2jUX9fzD28jlxkdRMmvoeTjEOu2NZKhASNeZnYVW8JSqNbZQmGs13GuV6P50XkjDfF122jsiXavMyvzOExfamBGdqeqQezr8u27FDDHuj3VezYkaZ2J,1,1,0,0
Alistair Burt,https://en.wikipedia.org/wiki/Alistair_Burt,North East Bedfordshire,0,Conservative,3,Deal,opposed to second referendum but also voted repeatedly against no deal,,https://www.express.co.uk/news/politics/1003961/brexit-news-second-eu-referendum-survey-alistair-burt-andrew-bridgen,1,1,1,0
Anne Milton,https://en.wikipedia.org/wiki/Anne_Milton,Guildford,0,Conservative,3,Deal,NA,,https://www.guildford-dragon.com/2019/09/03/guildfords-rebel-tory-mp-anne-milton-outlines-her-stance-on-pms-no-deal-brexit/; https://www.getsurrey.co.uk/news/surrey-news/de-selected-guildford-mp-anne-16870073,1,1,1,0
Charles Walker,https://en.wikipedia.org/wiki/Charles_Walker_(British_politician),Broxbourne,0,Conservative,3,Deal,"no evidence that 'no deal' is an option; disparaging about extremists on both ends (2nd ref, no deal)",,https://www.politicshome.com/news/article/senior-tory-mp-suggests-colleagues-who-failed-to-back-brexit-deal-should-join-other-parties,0,1,0,0
David Mundell,https://en.wikipedia.org/wiki/David_Mundell,"Dumfriesshire, Clydesdale and Tweeddale",0,Conservative,3,Deal,NA,,https://twitter.com/DavidMundellDCT/status/1105929823174705153?ref_src=twsrc%5Etfw; https://www.thenational.scot/news/17825746.david-mundell-says-wont-try-block-no-deal-brexit/,1,1,0,NA
Geoffrey Cox,https://en.wikipedia.org/wiki/Geoffrey_Cox_(British_politician),Torridge and West Devon,0,Conservative,3,Deal,Reportedly treatened to resign if Johnson did not ask for extension in Oct 2019.,,https://www.dailymail.co.uk/news/article-7541861/Geoffrey-Cox-threatens-resign-Boris-Johnson-doesnt-ask-Brexit-extension.html,NA,1,0,NA
George Freeman,https://en.wikipedia.org/wiki/George_Freeman_(politician),Mid Norfolk,0,Conservative,3,Deal,"considers 'no deal' a potential disaster, commited to leave the EU",,https://www.itv.com/news/2019-08-09/no-deal-brexit-branded-an-absolute-disaster-by-tory-minister   https://www.georgefreeman.co.uk/news/brexit-update-2,1,1,0,NA
Guy Opperman,https://en.wikipedia.org/wiki/Guy_Opperman,Hexham,0,Conservative,3,Deal,NA,,https://www.chroniclelive.co.uk/news/news-opinion/theresa-may-brexit-deal-opperman-15530337,1,1,0,0
Jeremy Lefroy,https://en.wikipedia.org/wiki/Jeremy_Lefroy,Stafford,0,Conservative,3,Deal,Voted against no deal and against second referendum.,,https://www.expressandstar.com/news/politics/2019/03/07/lefroy-rules-out-backing-a-second-brexit-referendum/,1,1,0,0
Theresa May,https://en.wikipedia.org/wiki/Theresa_May,Maidenhead,0,Conservative,3,Deal,PM and proponent of Brexit deals put to parliament,,NA,NA,1,0,NA
Richard Benyon,https://en.wikipedia.org/wiki/Richard_Benyon,Newbury,0,Conservative,3,Deal,NEWBURY MP Richard Benyon has expressed his disappointment that Theresa May's amended Brexit deal was defeated last night. He also ruled out the possibility of a second referendum and said that the majority of his constituents wanted the Government to get on with Brexit.,NA,https://www.newburytoday.co.uk/news/mp-richard-benyon-disappointed-over-brexit-deal-defeat-9180265/,1,1,1,0
Gillian Keegan,https://en.wikipedia.org/wiki/Gillian_Keegan,Chichester,0,Conservative,3,Deal,"No deal can only be an absolute last resort, not a desirable outcome for any Conservative. It will be quickly apparent that no deal does not exist as a destination, it is only the beginning of an even more painful set of discussions.",NA,https://www.ft.com/content/5d1300d4-ec15-11e9-aefb-a946d2463e4b,1,1,0,0
Jonathan Djanogly,https://en.wikipedia.org/wiki/Jonathan_Djanogly,Huntingdon,0,Conservative,3,Deal,"PM has done the right thing and avoided a car crash no deal Brexit. Now we, cross-Party legislators and executive, need to step up and deliver a Brexit that will work for the U.K to avoid either an election or second referendum. The challenge is great and time is now short.; Legalities of shutting down Parliament apart, No Deal has no democratic backing so stopping debate on the issue is morally wrong in my book.; Following the Brexit Secretary’s statement on the White Paper on legislating for the withdrawal agreement, Jonathan Djanogly raises concerns about a ‘no deal’ scenario and calls on the Government to accept evidence that a customs union-based approach is better than no deal.",NA,https://twitter.com/JDjanogly/status/1116382708991758336; https://twitter.com/JDjanogly/status/1166756784893247489; https://www.jonathandjanogly.com/parliament/jonathan-djanogly-evidence-shows-customs-union-approach-better-no-deal,1,1,0,0
Stephen Kerr,https://en.wikipedia.org/wiki/Stephen_Kerr,Stirling,0,Conservative,3,Deal,"SCOTTISH Tory MP Stephen Kerr has joined the cross-party group of “MPs for a deal,” who support a managed “middle way” exit from the EU on October 31.; “Although I do not want to leave the EU without a deal, I cannot deny the Government has been putting in extensive preparations for it. If this scenario comes to pass, I expect there to be disruption, but with political will the EU and the UK will continue to co-operate to a level that any negative effects will be mitigated.”",NA,https://www.heraldscotland.com/news/17906655.scots-tory-mp-stephen-kerr-joins-mps-deal-group-seeking-managed-middle-way-brexit/; https://www.dailyrecord.co.uk/news/local-news/stirling-mp-stephen-kerr-backs-19169728,1,1,0,0
Seema Kennedy,https://en.wikipedia.org/wiki/Seema_Kennedy,South Ribble,0,Conservative,3,Deal,"She supported the United Kingdom (UK) remaining within the European Union (EU) in the 2016 UK EU membership referendum. Kennedy voted for then Prime Minister Theresa May's Brexit withdrawal agreement in early 2019. In the indicative votes on 27 March, she voted against a referendum on any withdrawal agreement, and against a no-deal Brexit.",NA,https://en.wikipedia.org/wiki/Seema_Kennedy,1,1,0,0
Mark Pawsey,https://en.wikipedia.org/wiki/Mark_Pawsey,Rugby,0,Conservative,3,Deal,"Since the result of the referendum in 2016 I have been always clear that the decision of the British people to leave must be respected. On every occasion that the House of Commons has voted on leaving with a deal, I have supported it.; Regrettably, it has not proved possible to agree this deal in the House of Commons and Parliament has firmly ruled out leaving without a deal. I have never believed that leaving the European Union without a deal, and without meaningful transitional arrangements, would be in our country’s interests. There would undoubtedly be a great economic shock and the evidence I have heard from a variety of industries and businesses in front of the BEIS Committee over the past two years makes it clear that a great many businesses, who rely on integrated supply chains and frictionless trade with Europe, say that they simply would not survive a No Dea",NA,https://www.markpawsey.org.uk/news/lets-get-brexit-done; https://rugbyobserver.co.uk/news/mark-pawsey-explains-his-position-on-brexit/,1,1,0,0
